sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
team_week,Players over 30 pts (starters),single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Players over 30 pts (starters) this week (<value>) is the <N>th-highest single week ever.,<team>'s Players over 30 pts (starters) this week (<value>) is the <N>th-lowest single week ever.
team_week,Players over 40 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Players over 40 pts (roster) this week (<value>) is the <N>th-highest single week ever.,<team>'s Players over 40 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
team_week,Players over 40 pts (starters),single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Players over 40 pts (starters) this week (<value>) is the <N>th-highest single week ever.,<team>'s Players over 40 pts (starters) this week (<value>) is the <N>th-lowest single week ever.
team_week,Players over 50 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Players over 50 pts (roster) this week (<value>) is the <N>th-highest single week ever.,<team>'s Players over 50 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
team_week,Players over 50 pts (starters),single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Players over 50 pts (starters) this week (<value>) is the <N>th-highest single week ever.,<team>'s Players over 50 pts (starters) this week (<value>) is the <N>th-lowest single week ever.
team_week,% of starters boom,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s % of starters boom this week (<value>) is the <N>th-highest single week ever.,<team>'s % of starters boom this week (<value>) is the <N>th-lowest single week ever.
team_week,% of starters upper quartile,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s % of starters upper quartile this week (<value>) is the <N>th-highest single week ever.,<team>'s % of starters upper quartile this week (<value>) is the <N>th-lowest single week ever.
team_week,% of starters middle 50%,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s % of starters middle 50% this week (<value>) is the <N>th-highest single week ever.,<team>'s % of starters middle 50% this week (<value>) is the <N>th-lowest single week ever.
team_week,% of starters lower quartile,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s % of starters lower quartile this week (<value>) is the <N>th-highest single week ever.,<team>'s % of starters lower quartile this week (<value>) is the <N>th-lowest single week ever.
team_week,% of starters bust,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s % of starters bust this week (<value>) is the <N>th-highest single week ever.,<team>'s % of starters bust this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of cuffs rostered,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of cuffs rostered this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of cuffs rostered this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of cuffs started,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of cuffs started this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of cuffs started this week (<value>) is the <N>th-lowest single week ever.
team_week,Startup draft players remaining,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Startup draft players remaining this week (<value>) is the <N>th-highest single week ever.,<team>'s Startup draft players remaining this week (<value>) is the <N>th-lowest single week ever.
team_week,Tanking,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Tanking this week (<value>) is the <N>th-highest single week ever.,<team>'s Tanking this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of Injuries,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of Injuries this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of Injuries this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of suspensions,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of suspensions this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of suspensions this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of starter injuries,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of starter injuries this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of starter injuries this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of starter suspensions,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of starter suspensions this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of starter suspensions this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of players on bye,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of players on bye this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of players on bye this week (<value>) is the <N>th-lowest single week ever.
team_week,Hardship,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Hardship this week (<value>) is the <N>th-highest single week ever.,<team>'s Hardship this week (<value>) is the <N>th-lowest single week ever.
team_week,Starter-adjusted Hardship,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Starter-adjusted Hardship this week (<value>) is the <N>th-highest single week ever.,<team>'s Starter-adjusted Hardship this week (<value>) is the <N>th-lowest single week ever.
team_week,Luck,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Luck this week (<value>) is the <N>th-highest single week ever.,<team>'s Luck this week (<value>) is the <N>th-lowest single week ever.
team_week,Starter turnover from previous week,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Starter turnover from previous week this week (<value>) is the <N>th-highest single week ever.,<team>'s Starter turnover from previous week this week (<value>) is the <N>th-lowest single week ever.
team_week,Roster turnover from previous week,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Roster turnover from previous week this week (<value>) is the <N>th-highest single week ever.,<team>'s Roster turnover from previous week this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of Add/Drops,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of Add/Drops this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of Add/Drops this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of waiver adds,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of waiver adds this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of waiver adds this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of free agency adds,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of free agency adds this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of free agency adds this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of pure drops,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of pure drops this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of pure drops this week (<value>) is the <N>th-lowest single week ever.
team_week,Number of trades,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Number of trades this week (<value>) is the <N>th-highest single week ever.,<team>'s Number of trades this week (<value>) is the <N>th-lowest single week ever.
team_week,Total transactions,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Total transactions this week (<value>) is the <N>th-highest single week ever.,<team>'s Total transactions this week (<value>) is the <N>th-lowest single week ever.
team_week,Amount of FAAB spent,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Amount of FAAB spent this week (<value>) is the <N>th-highest single week ever.,<team>'s Amount of FAAB spent this week (<value>) is the <N>th-lowest single week ever.
team_week,Future draft capital,single-week record (top/bottom 5 of all weeks ever),n/a,<team>'s Future draft capital this week (<value>) is the <N>th-highest single week ever.,<team>'s Future draft capital this week (<value>) is the <N>th-lowest single week ever.
league_week,PF,single-week record (top/bottom 5 of all weeks ever),n/a,The league's PF this week (<value>) is the <N>th-highest single week ever.,The league's PF this week (<value>) is the <N>th-lowest single week ever.
league_week,Avg margin,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Avg margin this week (<value>) is the <N>th-highest single week ever.,The league's Avg margin this week (<value>) is the <N>th-lowest single week ever.
league_week,Margin range,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Margin range this week (<value>) is the <N>th-highest single week ever.,The league's Margin range this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of games within 10,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of games within 10 this week (<value>) is the <N>th-highest single week ever.,The league's Number of games within 10 this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of games within 5,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of games within 5 this week (<value>) is the <N>th-highest single week ever.,The league's Number of games within 5 this week (<value>) is the <N>th-lowest single week ever.
league_week,UPST,single-week record (top/bottom 5 of all weeks ever),n/a,The league's UPST this week (<value>) is the <N>th-highest single week ever.,The league's UPST this week (<value>) is the <N>th-lowest single week ever.
league_week,PF Range,single-week record (top/bottom 5 of all weeks ever),n/a,The league's PF Range this week (<value>) is the <N>th-highest single week ever.,The league's PF Range this week (<value>) is the <N>th-lowest single week ever.
league_week,Max PF,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Max PF this week (<value>) is the <N>th-highest single week ever.,The league's Max PF this week (<value>) is the <N>th-lowest single week ever.
league_week,Efficiency,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Efficiency this week (<value>) is the <N>th-highest single week ever.,The league's Efficiency this week (<value>) is the <N>th-lowest single week ever.
league_week,Increase in points from previous week,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Increase in points from previous week this week (<value>) is the <N>th-highest single week ever.,The league's Increase in points from previous week this week (<value>) is the <N>th-lowest single week ever.
league_week,Highest starter score,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Highest starter score this week (<value>) is the <N>th-highest single week ever.,The league's Highest starter score this week (<value>) is the <N>th-lowest single week ever.
league_week,Lowest starter score,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Lowest starter score this week (<value>) is the <N>th-highest single week ever.,The league's Lowest starter score this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of QB started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of QB started this week (<value>) is the <N>th-highest single week ever.,The league's Number of QB started this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of WR started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of WR started this week (<value>) is the <N>th-highest single week ever.,The league's Number of WR started this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of RB started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of RB started this week (<value>) is the <N>th-highest single week ever.,The league's Number of RB started this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of TE started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of TE started this week (<value>) is the <N>th-highest single week ever.,The league's Number of TE started this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of QB rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of QB rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of QB rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of WR rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of WR rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of WR rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of RB rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of RB rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of RB rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of TE rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of TE rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of TE rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of players started from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of players started from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of players started from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of players rostered from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of players rostered from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of players rostered from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of QBs started from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of QBs started from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of QBs started from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of QBs rostered from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of QBs rostered from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of QBs rostered from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of RBs started from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of RBs started from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of RBs started from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of RBs rostered from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of RBs rostered from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of RBs rostered from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of WR started from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of WR started from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of WR started from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of WR rostered from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of WR rostered from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of WR rostered from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of TE started from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of TE started from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of TE started from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Most number of TE rostered from same NFL team,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Most number of TE rostered from same NFL team this week (<value>) is the <N>th-highest single week ever.,The league's Most number of TE rostered from same NFL team this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of NFL teams among starting players,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of NFL teams among starting players this week (<value>) is the <N>th-highest single week ever.,The league's Number of NFL teams among starting players this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of NFL teams among rostered players,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of NFL teams among rostered players this week (<value>) is the <N>th-highest single week ever.,The league's Number of NFL teams among rostered players this week (<value>) is the <N>th-lowest single week ever.
league_week,Stacks,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Stacks this week (<value>) is the <N>th-highest single week ever.,The league's Stacks this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of rookies started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of rookies started this week (<value>) is the <N>th-highest single week ever.,The league's Number of rookies started this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of rookies rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of rookies rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of rookies rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,% of players drafted,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of players drafted this week (<value>) is the <N>th-highest single week ever.,The league's % of players drafted this week (<value>) is the <N>th-lowest single week ever.
league_week,% of 3rd year+ players drafted,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of 3rd year+ players drafted this week (<value>) is the <N>th-highest single week ever.,The league's % of 3rd year+ players drafted this week (<value>) is the <N>th-lowest single week ever.
league_week,Player average age,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Player average age this week (<value>) is the <N>th-highest single week ever.,The league's Player average age this week (<value>) is the <N>th-lowest single week ever.
league_week,Team age including picks,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Team age including picks this week (<value>) is the <N>th-highest single week ever.,The league's Team age including picks this week (<value>) is the <N>th-lowest single week ever.
league_week,Difference between highest and lowest starters,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Difference between highest and lowest starters this week (<value>) is the <N>th-highest single week ever.,The league's Difference between highest and lowest starters this week (<value>) is the <N>th-lowest single week ever.
league_week,Donuts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Donuts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Donuts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,Donuts (starters),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Donuts (starters) this week (<value>) is the <N>th-highest single week ever.,The league's Donuts (starters) this week (<value>) is the <N>th-lowest single week ever.
league_week,Players under 10 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Players under 10 pts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Players under 10 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,Players over 20 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Players over 20 pts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Players over 20 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,Players over 30 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Players over 30 pts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Players over 30 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,Players over 40 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Players over 40 pts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Players over 40 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,Players over 50 pts (roster),single-week record (top/bottom 5 of all weeks ever),n/a,The league's Players over 50 pts (roster) this week (<value>) is the <N>th-highest single week ever.,The league's Players over 50 pts (roster) this week (<value>) is the <N>th-lowest single week ever.
league_week,% of starters boom,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of starters boom this week (<value>) is the <N>th-highest single week ever.,The league's % of starters boom this week (<value>) is the <N>th-lowest single week ever.
league_week,% of starters upper quartile,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of starters upper quartile this week (<value>) is the <N>th-highest single week ever.,The league's % of starters upper quartile this week (<value>) is the <N>th-lowest single week ever.
league_week,% of starters middle 50%,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of starters middle 50% this week (<value>) is the <N>th-highest single week ever.,The league's % of starters middle 50% this week (<value>) is the <N>th-lowest single week ever.
league_week,% of starters lower quartile,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of starters lower quartile this week (<value>) is the <N>th-highest single week ever.,The league's % of starters lower quartile this week (<value>) is the <N>th-lowest single week ever.
league_week,% of starters bust,single-week record (top/bottom 5 of all weeks ever),n/a,The league's % of starters bust this week (<value>) is the <N>th-highest single week ever.,The league's % of starters bust this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of cuffs rostered,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of cuffs rostered this week (<value>) is the <N>th-highest single week ever.,The league's Number of cuffs rostered this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of cuffs started,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of cuffs started this week (<value>) is the <N>th-highest single week ever.,The league's Number of cuffs started this week (<value>) is the <N>th-lowest single week ever.
league_week,Startup draft players remaining,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Startup draft players remaining this week (<value>) is the <N>th-highest single week ever.,The league's Startup draft players remaining this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of Injuries,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of Injuries this week (<value>) is the <N>th-highest single week ever.,The league's Number of Injuries this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of suspensions,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of suspensions this week (<value>) is the <N>th-highest single week ever.,The league's Number of suspensions this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of players on bye,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of players on bye this week (<value>) is the <N>th-highest single week ever.,The league's Number of players on bye this week (<value>) is the <N>th-lowest single week ever.
league_week,Hardship,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Hardship this week (<value>) is the <N>th-highest single week ever.,The league's Hardship this week (<value>) is the <N>th-lowest single week ever.
league_week,Starter-adjusted Hardship,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Starter-adjusted Hardship this week (<value>) is the <N>th-highest single week ever.,The league's Starter-adjusted Hardship this week (<value>) is the <N>th-lowest single week ever.
league_week,Starter turnover from previous week,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Starter turnover from previous week this week (<value>) is the <N>th-highest single week ever.,The league's Starter turnover from previous week this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of Add/Drops,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of Add/Drops this week (<value>) is the <N>th-highest single week ever.,The league's Number of Add/Drops this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of waiver adds,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of waiver adds this week (<value>) is the <N>th-highest single week ever.,The league's Number of waiver adds this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of free agency adds,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of free agency adds this week (<value>) is the <N>th-highest single week ever.,The league's Number of free agency adds this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of pure drops,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of pure drops this week (<value>) is the <N>th-highest single week ever.,The league's Number of pure drops this week (<value>) is the <N>th-lowest single week ever.
league_week,Number of trades,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Number of trades this week (<value>) is the <N>th-highest single week ever.,The league's Number of trades this week (<value>) is the <N>th-lowest single week ever.
league_week,Total transactions,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Total transactions this week (<value>) is the <N>th-highest single week ever.,The league's Total transactions this week (<value>) is the <N>th-lowest single week ever.
league_week,Amount of FAAB spent,single-week record (top/bottom 5 of all weeks ever),n/a,The league's Amount of FAAB spent this week (<value>) is the <N>th-highest single week ever.,The league's Amount of FAAB spent this week (<value>) is the <N>th-lowest single week ever.
player_year,Age,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Age (<value>).,<row> passes <other> for <N>th-lowest Age (<value>).
player_year,Points,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points (<value>).,<row> passes <other> for <N>th-lowest Points (<value>).
player_year,Points (full season),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points (full season) (<value>).,<row> passes <other> for <N>th-lowest Points (full season) (<value>).
player_year,Avg points,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Avg points (<value>).,<row> passes <other> for <N>th-lowest Avg points (<value>).
player_year,Avg points adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Avg points adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Avg points adjusted by position (<value>).
player_year,Avg points (full season),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Avg points (full season) (<value>).,<row> passes <other> for <N>th-lowest Avg points (full season) (<value>).
player_year,Avg points (full season) adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Avg points (full season) adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Avg points (full season) adjusted by position (<value>).
player_year,Adjusted Avg points,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Adjusted Avg points (<value>).,<row> passes <other> for <N>th-lowest Adjusted Avg points (<value>).
player_year,Adjusted Avg points adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Adjusted Avg points adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Adjusted Avg points adjusted by position (<value>).
player_year,Times as Player of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Player of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Player of the week? (<value>).
player_year,Times as QB of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as QB of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as QB of the week? (<value>).
player_year,Times as RB of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as RB of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as RB of the week? (<value>).
player_year,Times as WR of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as WR of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as WR of the week? (<value>).
player_year,Times as TE of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as TE of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as TE of the week? (<value>).
player_year,Times as Benchwarmer of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Benchwarmer of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Benchwarmer of the week? (<value>).
player_year,Times as Bench QB of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Bench QB of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Bench QB of the week? (<value>).
player_year,Times as Bench RB of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Bench RB of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Bench RB of the week? (<value>).
player_year,Times as Bench WR of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Bench WR of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Bench WR of the week? (<value>).
player_year,Times as Bench TE of the week?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Bench TE of the week? (<value>).,<row> passes <other> for <N>th-lowest Times as Bench TE of the week? (<value>).
player_year,Times as Highest starter on team?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Highest starter on team? (<value>).,<row> passes <other> for <N>th-lowest Times as Highest starter on team? (<value>).
player_year,Times as Lowest starter on team?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Lowest starter on team? (<value>).,<row> passes <other> for <N>th-lowest Times as Lowest starter on team? (<value>).
player_year,Times as Captain?,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Times as Captain? (<value>).,<row> passes <other> for <N>th-lowest Times as Captain? (<value>).
player_year,Number of teams,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of teams (<value>).,<row> passes <other> for <N>th-lowest Number of teams (<value>).
player_year,Number of Add/Drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Add/Drops (<value>).,<row> passes <other> for <N>th-lowest Number of Add/Drops (<value>).
player_year,Number of drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of drops (<value>).,<row> passes <other> for <N>th-lowest Number of drops (<value>).
player_year,Number of trades,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of trades (<value>).,<row> passes <other> for <N>th-lowest Number of trades (<value>).
player_year,Starter scoring volatility,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter scoring volatility (<value>).,<row> passes <other> for <N>th-lowest Starter scoring volatility (<value>).
player_year,Starter scoring floor,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter scoring floor (<value>).,<row> passes <other> for <N>th-lowest Starter scoring floor (<value>).
player_year,Starter scoring ceiling,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter scoring ceiling (<value>).,<row> passes <other> for <N>th-lowest Starter scoring ceiling (<value>).
player_year,Starter boom %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter boom % (<value>).,<row> passes <other> for <N>th-lowest Starter boom % (<value>).
player_year,Starter bust %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter bust % (<value>).,<row> passes <other> for <N>th-lowest Starter bust % (<value>).
player_year,Starter upper quartile %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter upper quartile % (<value>).,<row> passes <other> for <N>th-lowest Starter upper quartile % (<value>).
